"","Fold Change","log2(FC)"
"0.742/650.25219",0.14016,-2.8349
"1.501/321.07240",7.118,2.8315
"0.460/381.02081",7.0999,2.8278
"1.938/497.05017",7.0858,2.8249
"0.810/328.15149",0.14197,-2.8163
"1.347/204.06499",0.14219,-2.8141
"0.447/406.99060",0.14236,-2.8124
"0.694/591.12330",7.0208,2.8116
"0.557/102.05723",0.14253,-2.8106
"2.380/831.46384",7.0076,2.8089
"0.743/563.04686",0.14275,-2.8084
"1.144/362.13839",0.14329,-2.803
"2.141/416.21362",0.1436,-2.7999
"0.460/426.00229",0.14372,-2.7986
"0.700/304.07997",0.1439,-2.7969
"0.878/675.08959",6.9308,2.793
"0.457/318.85714",0.14431,-2.7928
"2.551/233.04620",0.14475,-2.7884
"0.951/742.01671",0.1448,-2.7878
"0.731/500.19657",6.8891,2.7843
"0.452/322.99250",6.8879,2.7841
"0.673/775.04366",0.14587,-2.7772
"0.453/234.88054",0.1463,-2.773
"2.684/255.12330",0.1464,-2.772
"0.959/795.98832",0.14643,-2.7717
"0.794/320.00502",0.14648,-2.7712
"0.599/661.07297",0.14663,-2.7697
"2.186/331.17759",0.1472,-2.7642
"0.769/413.07579",6.7929,2.764
"0.644/503.16069",0.14725,-2.7637
"0.631/313.10427",0.14769,-2.7593
"0.677/361.08729",0.14788,-2.7575
"2.180/229.15587",0.14795,-2.7568
"0.948/818.03713",0.14795,-2.7568
"1.144/444.19506",0.14866,-2.7499
"2.701/1168.54711",6.7196,2.7484
"1.061/311.10120",0.14888,-2.7477
"2.131/615.25121",0.14901,-2.7465
"0.451/129.01906",6.7104,2.7464
"1.144/400.16022",0.14905,-2.7461
"0.919/211.07196",0.1499,-2.7379
"2.317/389.10907",6.6321,2.7295
"2.230/387.22558",0.15106,-2.7268
"2.203/410.14079",6.6093,2.7245
"0.869/341.03829",0.15131,-2.7244
"1.342/421.16587",0.15141,-2.7235
"0.777/299.13992",0.15172,-2.7206
"1.036/290.03354",6.5908,2.7205
"1.144/324.16435",0.15244,-2.7137
"2.740/1084.09261",6.5595,2.7136
"0.750/541.00794",0.15388,-2.7001
"0.835/748.28678",0.15401,-2.6989
"2.286/468.28194",0.15469,-2.6925
"0.650/329.08189",0.15474,-2.692
"0.560/153.54120",0.15596,-2.6808
"0.773/292.05054",6.3808,2.6737
"0.575/294.02168",6.3515,2.6671
"0.972/170.03945",0.15785,-2.6633
"0.696/274.03997",6.3117,2.658
"2.118/279.05799",0.15914,-2.6517
"2.131/553.13828",6.2628,2.6468
"2.151/235.10955",0.16026,-2.6415
"2.705/1148.14419",6.2301,2.6392
"0.450/299.02723",6.2194,2.6368
"1.144/302.18407",0.16093,-2.6355
"0.620/371.02748",0.16214,-2.6247
"0.954/637.96476",0.16213,-2.6247
"2.702/1015.48151",6.1642,2.6239
"0.792/438.04212",6.1508,2.6208
"0.751/472.25090",6.1451,2.6194
"1.265/403.00441",0.1648,-2.6012
"2.211/371.17412",6.0405,2.5947
"1.792/318.00710",6.0323,2.5927
"2.445/454.26596",6.03,2.5921
"1.123/318.05940",6.0259,2.5912
"5.087/829.51194",6.0075,2.5868
"1.345/240.00114",0.16653,-2.5862
"2.362/375.12970",0.16739,-2.5787
"1.378/279.06202",5.9099,2.5631
"1.338/619.23288",5.877,2.5551
"0.819/250.07208",5.8704,2.5535
"5.086/805.46702",5.867,2.5526
"5.105/765.47094",5.8063,2.5376
"0.708/302.18478",0.1741,-2.522
"0.802/132.02994",5.7279,2.518
"0.925/694.12815",5.6729,2.5041
"0.719/413.10404",5.6377,2.4951
"0.594/744.23043",5.6211,2.4909
"0.598/306.07366",5.5942,2.4839
"0.799/694.12932",5.4948,2.4581
"2.144/277.01552",5.4539,2.4473
"0.642/221.97592",5.4485,2.4459
"0.697/607.09884",5.4388,2.4433
"1.340/385.04250",5.4083,2.4352
"2.471/307.08747",5.3467,2.4187
"1.771/384.16543",0.18792,-2.4118
"4.952/803.45040",5.3198,2.4114
"2.224/884.03606",5.2216,2.3845
"0.570/316.00487",5.1785,2.3725
"2.222/844.08968",5.1706,2.3703
"2.508/456.28207",5.1596,2.3673
"0.596/674.15922",5.1017,2.351
"1.368/364.08631",5.0697,2.3419
"1.358/485.11858",5.0662,2.3409
"1.779/324.14370",0.19797,-2.3366
"1.144/360.14125",0.19952,-2.3254
"0.834/186.11360",5.0016,2.3224
"2.354/300.15672",4.9728,2.3141
"0.942/408.01029",4.9698,2.3132
"0.594/722.25011",4.9678,2.3126
"5.082/779.49715",4.9625,2.3111
"4.954/789.48708",4.9563,2.3093
"1.144/376.11508",0.20819,-2.264
"0.938/570.02295",4.803,2.2639
"2.141/737.23463",0.21063,-2.2472
"5.083/755.45444",4.6545,2.2186
"5.111/791.50012",4.6284,2.2105
"4.952/827.49415",4.5791,2.195
"5.087/769.49060",4.5099,2.1731
"1.369/191.01903",4.5016,2.1704
"2.645/484.31267",0.22983,-2.1214
"2.116/863.24678",0.24035,-2.0568
"2.152/1061.34446",0.24693,-2.0178
"2.116/864.24942",0.24701,-2.0174
"2.148/899.29115",0.24728,-2.0158
"2.741/1076.30347",3.9343,1.9761
"2.149/472.24090",3.8506,1.9451
"0.551/175.02539",3.7463,1.9055
"2.739/890.25595",3.7301,1.8992
"2.146/818.26325",0.273,-1.873
"0.735/462.22991",3.6616,1.8725
"2.123/1025.30039",0.27681,-1.853
"2.120/827.26751",0.27921,-1.8406
"2.150/980.31741",0.28144,-1.8291
"2.135/656.21266",0.28314,-1.8204
"2.115/865.24501",0.28546,-1.8086
"2.124/161.04595",0.28785,-1.7966
"2.129/1187.35231",0.29142,-1.7788
"0.972/280.10544",0.29435,-1.7644
"2.231/808.11709",3.3644,1.7504
"2.294/808.12121",3.3644,1.7504
"2.119/665.21638",0.29749,-1.7491
"2.701/754.43600",3.3553,1.7464
"2.124/1027.29563",0.29811,-1.7461
"2.739/1068.50651",3.3363,1.7382
"2.125/1026.30265",0.30203,-1.7273
"2.122/524.16781",0.30849,-1.6967
"2.228/403.55621",3.196,1.6762
"2.288/403.55643",3.196,1.6762
"2.739/890.58901",3.1768,1.6676
"2.127/989.32382",0.31644,-1.66
