"","Fold Change","log2(FC)"
"4.769/392.01259",2.1931,1.133
"2.956/148.09589",2.1899,1.1309
"4.418/272.06799",0.4568,-1.1304
"0.744/363.15068",0.45917,-1.1229
"0.527/591.36904",0.45953,-1.1218
"0.744/576.34168",0.46043,-1.1189
"1.319/198.07360",2.1609,1.1116
"0.694/430.27597",0.46317,-1.1104
"1.094/224.95705",2.1478,1.1028
"4.247/87.05314",2.1435,1.1
"2.357/132.09969",2.141,1.0983
"4.249/133.06023",2.1383,1.0964
"3.677/145.09722",0.46937,-1.0912
"5.382/230.22502",0.47149,-1.0847
"4.959/320.94973",2.1142,1.0801
"5.535/553.15946",0.47564,-1.0721
"5.327/537.11286",2.0896,1.0632
"4.443/378.13943",0.48035,-1.0578
"4.687/263.63493",0.48039,-1.0577
"4.418/290.21351",0.48215,-1.0525
"0.632/609.46870",2.0649,1.046
"4.769/362.91937",0.48496,-1.0441
"4.893/322.09790",0.48564,-1.0421
"0.744/325.19239",0.48654,-1.0394
"4.411/260.21160",0.48666,-1.039
"0.693/195.98854",2.0526,1.0374
"3.685/260.05522",2.0481,1.0343
"0.718/386.24901",0.49095,-1.0264
"0.669/495.23495",0.49162,-1.0244
"4.427/174.12343",0.49348,-1.0189
"4.679/275.05612",0.49372,-1.0182
"0.752/115.75082",2.0196,1.0141
"4.420/392.13724",0.49736,-1.0076
"4.402/288.07865",0.49781,-1.0063
"5.116/577.33244",2.004,1.0029
