"","Fold Change","log2(FC)"
"2.776/722.89562",2.4941,1.3185
"2.760/402.55949",0.40263,-1.3125
"2.758/799.96921",2.4165,1.2729
"2.775/929.57767",2.4139,1.2714
"2.858/470.73066",2.394,1.2594
"1.359/338.18328",2.3186,1.2133
"1.154/421.27757",0.43785,-1.1915
"3.234/627.41032",0.44423,-1.1706
"5.452/629.27508",0.4565,-1.1313
"2.889/473.22480",0.46817,-1.0949
"2.777/773.39642",2.1125,1.079
"2.774/813.63210",2.1114,1.0782
"0.836/187.14453",2.0939,1.0662
"2.745/925.43890",0.47827,-1.0641
"2.777/929.29251",2.0784,1.0555
"3.233/665.36445",0.48442,-1.0457
"5.453/645.24943",0.48599,-1.041
"0.821/437.97241",0.48615,-1.0405
"3.240/756.45235",0.49321,-1.0197
"3.449/565.79860",2.0237,1.017
"2.776/813.25767",2.0204,1.0147
