Metabolite Clone1 Clone2 log2FC plotContrast
3.517/418.28227 AC9.1 E30 -0.28629 "AC9.1 vs E30"
3.517/418.28227 AC9.2 E30 0.16943 "AC9.2 vs E30"
3.517/418.28227 AC9.3 E30 -0.013024 "AC9.3 vs E30"
3.517/418.28227 AC9.1 AC9.3 -0.27326 "AC9.1 vs AC9.3"
3.517/418.28227 AC9.2 AC9.3 0.18245 "AC9.2 vs AC9.3"
3.517/418.28227 AC9.1 AC9.2 -0.45572 "AC9.1 vs AC9.2"
4.344/418.65689 AC9.1 E30 0.63788 "AC9.1 vs E30"
4.344/418.65689 AC9.2 E30 1.0664 "AC9.2 vs E30"
4.344/418.65689 AC9.3 E30 0.75673 "AC9.3 vs E30"
4.344/418.65689 AC9.1 AC9.3 -0.11885 "AC9.1 vs AC9.3"
4.344/418.65689 AC9.2 AC9.3 0.3097 "AC9.2 vs AC9.3"
4.344/418.65689 AC9.1 AC9.2 -0.42855 "AC9.1 vs AC9.2"
3.470/418.65790 AC9.1 E30 0.012988 "AC9.1 vs E30"
3.470/418.65790 AC9.2 E30 -0.13903 "AC9.2 vs E30"
3.470/418.65790 AC9.3 E30 -0.51154 "AC9.3 vs E30"
3.470/418.65790 AC9.1 AC9.3 0.52453 "AC9.1 vs AC9.3"
3.470/418.65790 AC9.2 AC9.3 0.37252 "AC9.2 vs AC9.3"
3.470/418.65790 AC9.1 AC9.2 0.15202 "AC9.1 vs AC9.2"
4.210/418.79983 AC9.1 E30 -0.18349 "AC9.1 vs E30"
4.210/418.79983 AC9.2 E30 0.01815 "AC9.2 vs E30"
4.210/418.79983 AC9.3 E30 3.6739 "AC9.3 vs E30"
4.210/418.79983 AC9.1 AC9.3 -3.8574 "AC9.1 vs AC9.3"
4.210/418.79983 AC9.2 AC9.3 -3.6558 "AC9.2 vs AC9.3"
4.210/418.79983 AC9.1 AC9.2 -0.20164 "AC9.1 vs AC9.2"
0.644/418.85394 AC9.1 E30 -0.39681 "AC9.1 vs E30"
0.644/418.85394 AC9.2 E30 -0.082794 "AC9.2 vs E30"
0.644/418.85394 AC9.3 E30 -0.048686 "AC9.3 vs E30"
0.644/418.85394 AC9.1 AC9.3 -0.34813 "AC9.1 vs AC9.3"
0.644/418.85394 AC9.2 AC9.3 -0.034108 "AC9.2 vs AC9.3"
0.644/418.85394 AC9.1 AC9.2 -0.31402 "AC9.1 vs AC9.2"
1.458/419.10620 AC9.1 E30 0.29875 "AC9.1 vs E30"
1.458/419.10620 AC9.2 E30 0.028233 "AC9.2 vs E30"
1.458/419.10620 AC9.3 E30 -0.41722 "AC9.3 vs E30"
1.458/419.10620 AC9.1 AC9.3 0.71597 "AC9.1 vs AC9.3"
1.458/419.10620 AC9.2 AC9.3 0.44545 "AC9.2 vs AC9.3"
1.458/419.10620 AC9.1 AC9.2 0.27051 "AC9.1 vs AC9.2"
0.956/419.21748 AC9.1 E30 -0.53116 "AC9.1 vs E30"
0.956/419.21748 AC9.2 E30 -0.53928 "AC9.2 vs E30"
0.956/419.21748 AC9.3 E30 -1.1743 "AC9.3 vs E30"
0.956/419.21748 AC9.1 AC9.3 0.64317 "AC9.1 vs AC9.3"
0.956/419.21748 AC9.2 AC9.3 0.63504 "AC9.2 vs AC9.3"
0.956/419.21748 AC9.1 AC9.2 0.0081287 "AC9.1 vs AC9.2"
0.910/419.23430 AC9.1 E30 0.29866 "AC9.1 vs E30"
0.910/419.23430 AC9.2 E30 -0.23001 "AC9.2 vs E30"
0.910/419.23430 AC9.3 E30 -0.52557 "AC9.3 vs E30"
0.910/419.23430 AC9.1 AC9.3 0.82423 "AC9.1 vs AC9.3"
0.910/419.23430 AC9.2 AC9.3 0.29556 "AC9.2 vs AC9.3"
0.910/419.23430 AC9.1 AC9.2 0.52867 "AC9.1 vs AC9.2"
2.747/419.23987 AC9.1 E30 0.523 "AC9.1 vs E30"
2.747/419.23987 AC9.2 E30 0.16872 "AC9.2 vs E30"
2.747/419.23987 AC9.3 E30 0.74763 "AC9.3 vs E30"
2.747/419.23987 AC9.1 AC9.3 -0.22463 "AC9.1 vs AC9.3"
2.747/419.23987 AC9.2 AC9.3 -0.57892 "AC9.2 vs AC9.3"
2.747/419.23987 AC9.1 AC9.2 0.35428 "AC9.1 vs AC9.2"
3.192/419.25392 AC9.1 E30 -0.0046158 "AC9.1 vs E30"
3.192/419.25392 AC9.2 E30 -1.1162 "AC9.2 vs E30"
3.192/419.25392 AC9.3 E30 0.48928 "AC9.3 vs E30"
3.192/419.25392 AC9.1 AC9.3 -0.4939 "AC9.1 vs AC9.3"
3.192/419.25392 AC9.2 AC9.3 -1.6054 "AC9.2 vs AC9.3"
3.192/419.25392 AC9.1 AC9.2 1.1115 "AC9.1 vs AC9.2"
2.749/419.49110 AC9.1 E30 0.96999 "AC9.1 vs E30"
2.749/419.49110 AC9.2 E30 1.1195 "AC9.2 vs E30"
2.749/419.49110 AC9.3 E30 1.2691 "AC9.3 vs E30"
2.749/419.49110 AC9.1 AC9.3 -0.29914 "AC9.1 vs AC9.3"
2.749/419.49110 AC9.2 AC9.3 -0.14959 "AC9.2 vs AC9.3"
2.749/419.49110 AC9.1 AC9.2 -0.14955 "AC9.1 vs AC9.2"
3.644/419.66624 AC9.1 E30 0.31092 "AC9.1 vs E30"
3.644/419.66624 AC9.2 E30 -0.029337 "AC9.2 vs E30"
3.644/419.66624 AC9.3 E30 0.1863 "AC9.3 vs E30"
3.644/419.66624 AC9.1 AC9.3 0.12462 "AC9.1 vs AC9.3"
3.644/419.66624 AC9.2 AC9.3 -0.21564 "AC9.2 vs AC9.3"
3.644/419.66624 AC9.1 AC9.2 0.34026 "AC9.1 vs AC9.2"
4.317/419.68396 AC9.1 E30 0.5718 "AC9.1 vs E30"
4.317/419.68396 AC9.2 E30 1.4464 "AC9.2 vs E30"
4.317/419.68396 AC9.3 E30 -0.04745 "AC9.3 vs E30"
4.317/419.68396 AC9.1 AC9.3 0.61925 "AC9.1 vs AC9.3"
4.317/419.68396 AC9.2 AC9.3 1.4939 "AC9.2 vs AC9.3"
4.317/419.68396 AC9.1 AC9.2 -0.87463 "AC9.1 vs AC9.2"
2.699/419.92030 AC9.1 E30 0.35641 "AC9.1 vs E30"
2.699/419.92030 AC9.2 E30 -0.2218 "AC9.2 vs E30"
2.699/419.92030 AC9.3 E30 0.40291 "AC9.3 vs E30"
2.699/419.92030 AC9.1 AC9.3 -0.046501 "AC9.1 vs AC9.3"
2.699/419.92030 AC9.2 AC9.3 -0.62471 "AC9.2 vs AC9.3"
2.699/419.92030 AC9.1 AC9.2 0.57821 "AC9.1 vs AC9.2"
2.857/420.04394 AC9.1 E30 -0.49156 "AC9.1 vs E30"
2.857/420.04394 AC9.2 E30 -0.5197 "AC9.2 vs E30"
2.857/420.04394 AC9.3 E30 -1.0342 "AC9.3 vs E30"
2.857/420.04394 AC9.1 AC9.3 0.54265 "AC9.1 vs AC9.3"
2.857/420.04394 AC9.2 AC9.3 0.5145 "AC9.2 vs AC9.3"
2.857/420.04394 AC9.1 AC9.2 0.028146 "AC9.1 vs AC9.2"
0.868/420.06531 AC9.1 E30 -1.1284 "AC9.1 vs E30"
0.868/420.06531 AC9.2 E30 -1.6514 "AC9.2 vs E30"
0.868/420.06531 AC9.3 E30 0.14618 "AC9.3 vs E30"
0.868/420.06531 AC9.1 AC9.3 -1.2746 "AC9.1 vs AC9.3"
0.868/420.06531 AC9.2 AC9.3 -1.7975 "AC9.2 vs AC9.3"
0.868/420.06531 AC9.1 AC9.2 0.52291 "AC9.1 vs AC9.2"
3.133/420.23714 AC9.1 E30 -0.38863 "AC9.1 vs E30"
3.133/420.23714 AC9.2 E30 -0.6721 "AC9.2 vs E30"
3.133/420.23714 AC9.3 E30 -1.4785 "AC9.3 vs E30"
3.133/420.23714 AC9.1 AC9.3 1.0899 "AC9.1 vs AC9.3"
3.133/420.23714 AC9.2 AC9.3 0.80642 "AC9.2 vs AC9.3"
3.133/420.23714 AC9.1 AC9.2 0.28347 "AC9.1 vs AC9.2"
3.259/420.23963 AC9.1 E30 0.022909 "AC9.1 vs E30"
3.259/420.23963 AC9.2 E30 -0.93451 "AC9.2 vs E30"
3.259/420.23963 AC9.3 E30 0.78504 "AC9.3 vs E30"
3.259/420.23963 AC9.1 AC9.3 -0.76213 "AC9.1 vs AC9.3"
3.259/420.23963 AC9.2 AC9.3 -1.7195 "AC9.2 vs AC9.3"
3.259/420.23963 AC9.1 AC9.2 0.95741 "AC9.1 vs AC9.2"
3.438/420.29784 AC9.1 E30 -0.031986 "AC9.1 vs E30"
3.438/420.29784 AC9.2 E30 0.070491 "AC9.2 vs E30"
3.438/420.29784 AC9.3 E30 0.41207 "AC9.3 vs E30"
3.438/420.29784 AC9.1 AC9.3 -0.44406 "AC9.1 vs AC9.3"
3.438/420.29784 AC9.2 AC9.3 -0.34158 "AC9.2 vs AC9.3"
3.438/420.29784 AC9.1 AC9.2 -0.10248 "AC9.1 vs AC9.2"
2.693/420.64148 AC9.1 E30 0.78761 "AC9.1 vs E30"
2.693/420.64148 AC9.2 E30 0.18958 "AC9.2 vs E30"
2.693/420.64148 AC9.3 E30 -0.082216 "AC9.3 vs E30"
2.693/420.64148 AC9.1 AC9.3 0.86982 "AC9.1 vs AC9.3"
2.693/420.64148 AC9.2 AC9.3 0.2718 "AC9.2 vs AC9.3"
2.693/420.64148 AC9.1 AC9.2 0.59803 "AC9.1 vs AC9.2"
2.833/421.05924 AC9.1 E30 -1.1472 "AC9.1 vs E30"
2.833/421.05924 AC9.2 E30 -1.0158 "AC9.2 vs E30"
2.833/421.05924 AC9.3 E30 -1.3328 "AC9.3 vs E30"
2.833/421.05924 AC9.1 AC9.3 0.18562 "AC9.1 vs AC9.3"
2.833/421.05924 AC9.2 AC9.3 0.31697 "AC9.2 vs AC9.3"
2.833/421.05924 AC9.1 AC9.2 -0.13135 "AC9.1 vs AC9.2"
1.477/421.08401 AC9.1 E30 0.011334 "AC9.1 vs E30"
1.477/421.08401 AC9.2 E30 0.0069448 "AC9.2 vs E30"
1.477/421.08401 AC9.3 E30 0.04803 "AC9.3 vs E30"
1.477/421.08401 AC9.1 AC9.3 -0.036696 "AC9.1 vs AC9.3"
1.477/421.08401 AC9.2 AC9.3 -0.041085000000000003 "AC9.2 vs AC9.3"
1.477/421.08401 AC9.1 AC9.2 0.0043887 "AC9.1 vs AC9.2"
2.992/421.14876 AC9.1 E30 0.018395 "AC9.1 vs E30"
2.992/421.14876 AC9.2 E30 -0.2539 "AC9.2 vs E30"
2.992/421.14876 AC9.3 E30 0.41953 "AC9.3 vs E30"
2.992/421.14876 AC9.1 AC9.3 -0.40113 "AC9.1 vs AC9.3"
2.992/421.14876 AC9.2 AC9.3 -0.67343 "AC9.2 vs AC9.3"
2.992/421.14876 AC9.1 AC9.2 0.2723 "AC9.1 vs AC9.2"
2.702/421.17451 AC9.1 E30 -0.17428 "AC9.1 vs E30"
2.702/421.17451 AC9.2 E30 -0.29102 "AC9.2 vs E30"
2.702/421.17451 AC9.3 E30 -0.10314 "AC9.3 vs E30"
2.702/421.17451 AC9.1 AC9.3 -0.071139 "AC9.1 vs AC9.3"
2.702/421.17451 AC9.2 AC9.3 -0.18788 "AC9.2 vs AC9.3"
2.702/421.17451 AC9.1 AC9.2 0.11674 "AC9.1 vs AC9.2"
2.782/421.21607 AC9.1 E30 -0.067798 "AC9.1 vs E30"
2.782/421.21607 AC9.2 E30 -0.048565 "AC9.2 vs E30"
2.782/421.21607 AC9.3 E30 0.041936 "AC9.3 vs E30"
2.782/421.21607 AC9.1 AC9.3 -0.10973 "AC9.1 vs AC9.3"
2.782/421.21607 AC9.2 AC9.3 -0.0905 "AC9.2 vs AC9.3"
2.782/421.21607 AC9.1 AC9.2 -0.019234 "AC9.1 vs AC9.2"
2.707/421.23367 AC9.1 E30 0.54826 "AC9.1 vs E30"
2.707/421.23367 AC9.2 E30 0.11419 "AC9.2 vs E30"
2.707/421.23367 AC9.3 E30 0.18601 "AC9.3 vs E30"
2.707/421.23367 AC9.1 AC9.3 0.36225 "AC9.1 vs AC9.3"
2.707/421.23367 AC9.2 AC9.3 -0.071821 "AC9.2 vs AC9.3"
2.707/421.23367 AC9.1 AC9.2 0.43407 "AC9.1 vs AC9.2"
1.154/421.27757 AC9.1 E30 -0.36978 "AC9.1 vs E30"
1.154/421.27757 AC9.2 E30 0.84431 "AC9.2 vs E30"
1.154/421.27757 AC9.3 E30 0.40808 "AC9.3 vs E30"
1.154/421.27757 AC9.1 AC9.3 -0.77786 "AC9.1 vs AC9.3"
1.154/421.27757 AC9.2 AC9.3 0.43623 "AC9.2 vs AC9.3"
1.154/421.27757 AC9.1 AC9.2 -1.2141 "AC9.1 vs AC9.2"
3.438/421.30174 AC9.1 E30 -0.055736 "AC9.1 vs E30"
3.438/421.30174 AC9.2 E30 0.11408 "AC9.2 vs E30"
3.438/421.30174 AC9.3 E30 0.4061 "AC9.3 vs E30"
3.438/421.30174 AC9.1 AC9.3 -0.46184 "AC9.1 vs AC9.3"
3.438/421.30174 AC9.2 AC9.3 -0.29202 "AC9.2 vs AC9.3"
3.438/421.30174 AC9.1 AC9.2 -0.16982 "AC9.1 vs AC9.2"
2.707/421.48523 AC9.1 E30 0.77948 "AC9.1 vs E30"
2.707/421.48523 AC9.2 E30 0.63881 "AC9.2 vs E30"
2.707/421.48523 AC9.3 E30 0.10083 "AC9.3 vs E30"
2.707/421.48523 AC9.1 AC9.3 0.67865 "AC9.1 vs AC9.3"
2.707/421.48523 AC9.2 AC9.3 0.53798 "AC9.2 vs AC9.3"
2.707/421.48523 AC9.1 AC9.2 0.14067 "AC9.1 vs AC9.2"
2.758/421.53237 AC9.1 E30 -0.63637 "AC9.1 vs E30"
2.758/421.53237 AC9.2 E30 0.15593 "AC9.2 vs E30"
2.758/421.53237 AC9.3 E30 -0.87059 "AC9.3 vs E30"
2.758/421.53237 AC9.1 AC9.3 0.23423 "AC9.1 vs AC9.3"
2.758/421.53237 AC9.2 AC9.3 1.0265 "AC9.2 vs AC9.3"
2.758/421.53237 AC9.1 AC9.2 -0.7923 "AC9.1 vs AC9.2"
2.946/421.71627 AC9.1 E30 0.70355 "AC9.1 vs E30"
2.946/421.71627 AC9.2 E30 -1.9676 "AC9.2 vs E30"
2.946/421.71627 AC9.3 E30 3.6242 "AC9.3 vs E30"
2.946/421.71627 AC9.1 AC9.3 -2.9206 "AC9.1 vs AC9.3"
2.946/421.71627 AC9.2 AC9.3 -5.5918 "AC9.2 vs AC9.3"
2.946/421.71627 AC9.1 AC9.2 2.6712 "AC9.1 vs AC9.2"
0.649/421.83857 AC9.1 E30 -0.24415 "AC9.1 vs E30"
0.649/421.83857 AC9.2 E30 -0.31977 "AC9.2 vs E30"
0.649/421.83857 AC9.3 E30 -0.09709 "AC9.3 vs E30"
0.649/421.83857 AC9.1 AC9.3 -0.14706 "AC9.1 vs AC9.3"
0.649/421.83857 AC9.2 AC9.3 -0.22268 "AC9.2 vs AC9.3"
0.649/421.83857 AC9.1 AC9.2 0.075618 "AC9.1 vs AC9.2"
2.759/421.86615 AC9.1 E30 -0.5317 "AC9.1 vs E30"
2.759/421.86615 AC9.2 E30 0.29316 "AC9.2 vs E30"
2.759/421.86615 AC9.3 E30 -0.76615 "AC9.3 vs E30"
2.759/421.86615 AC9.1 AC9.3 0.23446 "AC9.1 vs AC9.3"
2.759/421.86615 AC9.2 AC9.3 1.0593 "AC9.2 vs AC9.3"
2.759/421.86615 AC9.1 AC9.2 -0.82485 "AC9.1 vs AC9.2"
1.225/422.04400 AC9.1 E30 0.28639 "AC9.1 vs E30"
1.225/422.04400 AC9.2 E30 0.52051 "AC9.2 vs E30"
1.225/422.04400 AC9.3 E30 -0.1722 "AC9.3 vs E30"
1.225/422.04400 AC9.1 AC9.3 0.45859 "AC9.1 vs AC9.3"
1.225/422.04400 AC9.2 AC9.3 0.69271 "AC9.2 vs AC9.3"
1.225/422.04400 AC9.1 AC9.2 -0.23412 "AC9.1 vs AC9.2"
2.836/422.21150 AC9.1 E30 -0.72523 "AC9.1 vs E30"
2.836/422.21150 AC9.2 E30 -0.981 "AC9.2 vs E30"
2.836/422.21150 AC9.3 E30 -0.71209 "AC9.3 vs E30"
2.836/422.21150 AC9.1 AC9.3 -0.01314 "AC9.1 vs AC9.3"
2.836/422.21150 AC9.2 AC9.3 -0.26891 "AC9.2 vs AC9.3"
2.836/422.21150 AC9.1 AC9.2 0.25577 "AC9.1 vs AC9.2"
2.780/422.21777 AC9.1 E30 -0.13544 "AC9.1 vs E30"
2.780/422.21777 AC9.2 E30 -0.11772 "AC9.2 vs E30"
2.780/422.21777 AC9.3 E30 -0.31507 "AC9.3 vs E30"
2.780/422.21777 AC9.1 AC9.3 0.17962 "AC9.1 vs AC9.3"
2.780/422.21777 AC9.2 AC9.3 0.19735 "AC9.2 vs AC9.3"
2.780/422.21777 AC9.1 AC9.2 -0.017726 "AC9.1 vs AC9.2"
1.602/422.24129 AC9.1 E30 0.96128 "AC9.1 vs E30"
1.602/422.24129 AC9.2 E30 1.0242 "AC9.2 vs E30"
1.602/422.24129 AC9.3 E30 1.2348 "AC9.3 vs E30"
1.602/422.24129 AC9.1 AC9.3 -0.27355 "AC9.1 vs AC9.3"
1.602/422.24129 AC9.2 AC9.3 -0.21062 "AC9.2 vs AC9.3"
1.602/422.24129 AC9.1 AC9.2 -0.062932 "AC9.1 vs AC9.2"
3.201/422.24539 AC9.1 E30 0.34076 "AC9.1 vs E30"
3.201/422.24539 AC9.2 E30 2.0888 "AC9.2 vs E30"
3.201/422.24539 AC9.3 E30 0.54879 "AC9.3 vs E30"
3.201/422.24539 AC9.1 AC9.3 -0.20803 "AC9.1 vs AC9.3"
3.201/422.24539 AC9.2 AC9.3 1.54 "AC9.2 vs AC9.3"
3.201/422.24539 AC9.1 AC9.2 -1.748 "AC9.1 vs AC9.2"
0.644/422.83689 AC9.1 E30 -0.22756 "AC9.1 vs E30"
0.644/422.83689 AC9.2 E30 -0.25942 "AC9.2 vs E30"
0.644/422.83689 AC9.3 E30 0.057882 "AC9.3 vs E30"
0.644/422.83689 AC9.1 AC9.3 -0.28544 "AC9.1 vs AC9.3"
0.644/422.83689 AC9.2 AC9.3 -0.3173 "AC9.2 vs AC9.3"
0.644/422.83689 AC9.1 AC9.2 0.031866 "AC9.1 vs AC9.2"
0.611/422.90736 AC9.1 E30 -0.19594 "AC9.1 vs E30"
0.611/422.90736 AC9.2 E30 -0.10399 "AC9.2 vs E30"
0.611/422.90736 AC9.3 E30 0.083057 "AC9.3 vs E30"
0.611/422.90736 AC9.1 AC9.3 -0.279 "AC9.1 vs AC9.3"
0.611/422.90736 AC9.2 AC9.3 -0.18705 "AC9.2 vs AC9.3"
0.611/422.90736 AC9.1 AC9.2 -0.091952 "AC9.1 vs AC9.2"
3.004/422.91018 AC9.1 E30 -0.5628 "AC9.1 vs E30"
3.004/422.91018 AC9.2 E30 -0.97805 "AC9.2 vs E30"
3.004/422.91018 AC9.3 E30 -1.0884 "AC9.3 vs E30"
3.004/422.91018 AC9.1 AC9.3 0.52561 "AC9.1 vs AC9.3"
3.004/422.91018 AC9.2 AC9.3 0.11036 "AC9.2 vs AC9.3"
3.004/422.91018 AC9.1 AC9.2 0.41525 "AC9.1 vs AC9.2"
0.760/422.96184 AC9.1 E30 -4.1589 "AC9.1 vs E30"
0.760/422.96184 AC9.2 E30 -2.5492 "AC9.2 vs E30"
0.760/422.96184 AC9.3 E30 0.11538 "AC9.3 vs E30"
0.760/422.96184 AC9.1 AC9.3 -4.2743 "AC9.1 vs AC9.3"
0.760/422.96184 AC9.2 AC9.3 -2.6646 "AC9.2 vs AC9.3"
0.760/422.96184 AC9.1 AC9.2 -1.6097 "AC9.1 vs AC9.2"
1.071/423.01026 AC9.1 E30 -0.012108 "AC9.1 vs E30"
1.071/423.01026 AC9.2 E30 -0.27841 "AC9.2 vs E30"
1.071/423.01026 AC9.3 E30 0.39058 "AC9.3 vs E30"
1.071/423.01026 AC9.1 AC9.3 -0.40269 "AC9.1 vs AC9.3"
1.071/423.01026 AC9.2 AC9.3 -0.66899 "AC9.2 vs AC9.3"
1.071/423.01026 AC9.1 AC9.2 0.26631 "AC9.1 vs AC9.2"
0.827/423.01677 AC9.1 E30 0.75667 "AC9.1 vs E30"
0.827/423.01677 AC9.2 E30 0.62821 "AC9.2 vs E30"
0.827/423.01677 AC9.3 E30 -0.074229 "AC9.3 vs E30"
0.827/423.01677 AC9.1 AC9.3 0.8309 "AC9.1 vs AC9.3"
0.827/423.01677 AC9.2 AC9.3 0.70244 "AC9.2 vs AC9.3"
0.827/423.01677 AC9.1 AC9.2 0.12846 "AC9.1 vs AC9.2"
2.132/423.08503 AC9.1 E30 0.02131 "AC9.1 vs E30"
2.132/423.08503 AC9.2 E30 -0.23002 "AC9.2 vs E30"
2.132/423.08503 AC9.3 E30 -0.37396 "AC9.3 vs E30"
2.132/423.08503 AC9.1 AC9.3 0.39527 "AC9.1 vs AC9.3"
2.132/423.08503 AC9.2 AC9.3 0.14394 "AC9.2 vs AC9.3"
2.132/423.08503 AC9.1 AC9.2 0.25133 "AC9.1 vs AC9.2"
0.844/423.08624 AC9.1 E30 -2.1324 "AC9.1 vs E30"
0.844/423.08624 AC9.2 E30 -2.6159 "AC9.2 vs E30"
0.844/423.08624 AC9.3 E30 -0.82295 "AC9.3 vs E30"
0.844/423.08624 AC9.1 AC9.3 -1.3095 "AC9.1 vs AC9.3"
0.844/423.08624 AC9.2 AC9.3 -1.793 "AC9.2 vs AC9.3"
0.844/423.08624 AC9.1 AC9.2 0.48346 "AC9.1 vs AC9.2"
2.685/423.10220 AC9.1 E30 0.13265 "AC9.1 vs E30"
2.685/423.10220 AC9.2 E30 0.14828 "AC9.2 vs E30"
2.685/423.10220 AC9.3 E30 -0.41595 "AC9.3 vs E30"
2.685/423.10220 AC9.1 AC9.3 0.54861 "AC9.1 vs AC9.3"
2.685/423.10220 AC9.2 AC9.3 0.56424 "AC9.2 vs AC9.3"
2.685/423.10220 AC9.1 AC9.2 -0.01563 "AC9.1 vs AC9.2"
2.935/423.16334 AC9.1 E30 -0.38795 "AC9.1 vs E30"
2.935/423.16334 AC9.2 E30 -0.61224 "AC9.2 vs E30"
2.935/423.16334 AC9.3 E30 1.7785 "AC9.3 vs E30"
2.935/423.16334 AC9.1 AC9.3 -2.1665 "AC9.1 vs AC9.3"
2.935/423.16334 AC9.2 AC9.3 -2.3908 "AC9.2 vs AC9.3"
2.935/423.16334 AC9.1 AC9.2 0.22429 "AC9.1 vs AC9.2"
2.774/423.18892 AC9.1 E30 -0.13598 "AC9.1 vs E30"
2.774/423.18892 AC9.2 E30 -0.2191 "AC9.2 vs E30"
2.774/423.18892 AC9.3 E30 0.13468 "AC9.3 vs E30"
2.774/423.18892 AC9.1 AC9.3 -0.27065 "AC9.1 vs AC9.3"
2.774/423.18892 AC9.2 AC9.3 -0.35378 "AC9.2 vs AC9.3"
2.774/423.18892 AC9.1 AC9.2 0.083122 "AC9.1 vs AC9.2"
3.002/423.24352 AC9.1 E30 -0.48988 "AC9.1 vs E30"
3.002/423.24352 AC9.2 E30 -0.94903 "AC9.2 vs E30"
3.002/423.24352 AC9.3 E30 -1.1791 "AC9.3 vs E30"
3.002/423.24352 AC9.1 AC9.3 0.68926 "AC9.1 vs AC9.3"
3.002/423.24352 AC9.2 AC9.3 0.23011 "AC9.2 vs AC9.3"
3.002/423.24352 AC9.1 AC9.2 0.45915 "AC9.1 vs AC9.2"
4.068/423.33130 AC9.1 E30 0.10314 "AC9.1 vs E30"
4.068/423.33130 AC9.2 E30 0.12324 "AC9.2 vs E30"
4.068/423.33130 AC9.3 E30 1.8672 "AC9.3 vs E30"
4.068/423.33130 AC9.1 AC9.3 -1.7641 "AC9.1 vs AC9.3"
4.068/423.33130 AC9.2 AC9.3 -1.744 "AC9.2 vs AC9.3"
4.068/423.33130 AC9.1 AC9.2 -0.020101 "AC9.1 vs AC9.2"
3.004/423.57899 AC9.1 E30 -0.56183 "AC9.1 vs E30"
3.004/423.57899 AC9.2 E30 -0.90415 "AC9.2 vs E30"
3.004/423.57899 AC9.3 E30 -1.0861 "AC9.3 vs E30"
3.004/423.57899 AC9.1 AC9.3 0.52424 "AC9.1 vs AC9.3"
3.004/423.57899 AC9.2 AC9.3 0.18193 "AC9.2 vs AC9.3"
3.004/423.57899 AC9.1 AC9.2 0.34231 "AC9.1 vs AC9.2"
2.731/423.73386 AC9.1 E30 0.13048 "AC9.1 vs E30"
2.731/423.73386 AC9.2 E30 -0.63875 "AC9.2 vs E30"
2.731/423.73386 AC9.3 E30 1.1126 "AC9.3 vs E30"
2.731/423.73386 AC9.1 AC9.3 -0.98215 "AC9.1 vs AC9.3"
2.731/423.73386 AC9.2 AC9.3 -1.7514 "AC9.2 vs AC9.3"
2.731/423.73386 AC9.1 AC9.2 0.76923 "AC9.1 vs AC9.2"
1.222/424.00352 AC9.1 E30 1.0421 "AC9.1 vs E30"
1.222/424.00352 AC9.2 E30 1.227 "AC9.2 vs E30"
1.222/424.00352 AC9.3 E30 -0.81114 "AC9.3 vs E30"
1.222/424.00352 AC9.1 AC9.3 1.8532 "AC9.1 vs AC9.3"
1.222/424.00352 AC9.2 AC9.3 2.0382 "AC9.2 vs AC9.3"
1.222/424.00352 AC9.1 AC9.2 -0.18494 "AC9.1 vs AC9.2"
1.606/424.07767 AC9.1 E30 -0.093562 "AC9.1 vs E30"
1.606/424.07767 AC9.2 E30 -0.63994 "AC9.2 vs E30"
1.606/424.07767 AC9.3 E30 -1.0118 "AC9.3 vs E30"
1.606/424.07767 AC9.1 AC9.3 0.9182 "AC9.1 vs AC9.3"
1.606/424.07767 AC9.2 AC9.3 0.37183 "AC9.2 vs AC9.3"
1.606/424.07767 AC9.1 AC9.2 0.54638 "AC9.1 vs AC9.2"
2.686/424.08480 AC9.1 E30 -0.11468 "AC9.1 vs E30"
2.686/424.08480 AC9.2 E30 0.17535 "AC9.2 vs E30"
2.686/424.08480 AC9.3 E30 -0.33148 "AC9.3 vs E30"
2.686/424.08480 AC9.1 AC9.3 0.2168 "AC9.1 vs AC9.3"
2.686/424.08480 AC9.2 AC9.3 0.50684 "AC9.2 vs AC9.3"
2.686/424.08480 AC9.1 AC9.2 -0.29003 "AC9.1 vs AC9.2"
2.694/424.12994 AC9.1 E30 0.46645 "AC9.1 vs E30"
2.694/424.12994 AC9.2 E30 -0.31101 "AC9.2 vs E30"
2.694/424.12994 AC9.3 E30 -0.3453 "AC9.3 vs E30"
2.694/424.12994 AC9.1 AC9.3 0.81174 "AC9.1 vs AC9.3"
2.694/424.12994 AC9.2 AC9.3 0.034285 "AC9.2 vs AC9.3"
2.694/424.12994 AC9.1 AC9.2 0.77746 "AC9.1 vs AC9.2"
2.694/424.17510 AC9.1 E30 -0.11424 "AC9.1 vs E30"
2.694/424.17510 AC9.2 E30 0.023812 "AC9.2 vs E30"
2.694/424.17510 AC9.3 E30 -0.0407 "AC9.3 vs E30"
2.694/424.17510 AC9.1 AC9.3 -0.073541 "AC9.1 vs AC9.3"
2.694/424.17510 AC9.2 AC9.3 0.064511 "AC9.2 vs AC9.3"
2.694/424.17510 AC9.1 AC9.2 -0.13805 "AC9.1 vs AC9.2"
0.635/424.83354 AC9.1 E30 0.030738 "AC9.1 vs E30"
0.635/424.83354 AC9.2 E30 -0.15779 "AC9.2 vs E30"
0.635/424.83354 AC9.3 E30 0.046663 "AC9.3 vs E30"
0.635/424.83354 AC9.1 AC9.3 -0.015925 "AC9.1 vs AC9.3"
0.635/424.83354 AC9.2 AC9.3 -0.20446 "AC9.2 vs AC9.3"
