Metabolite	Method	Posthoc	statistic	ANOVA_p.value	ANOVA_padj	Clone1	Clone2	pvalue_posthoc
2.654/446.21752	ANOVA	NA	1.4724700591550117	0.2935258574020784	1	AC9.3	E30	1
2.654/446.21752	ANOVA	NA	1.4724700591550117	0.2935258574020784	1	AC9.1	AC9.3	1
2.654/446.21752	ANOVA	NA	1.4724700591550117	0.2935258574020784	1	AC9.2	AC9.3	1
2.654/446.21752	ANOVA	NA	1.4724700591550117	0.2935258574020784	1	AC9.1	AC9.2	1
1.263/447.05121	ANOVA	NA	3.265344788174861	0.08029761555078518	1	AC9.1	E30	1
1.263/447.05121	ANOVA	NA	3.265344788174861	0.08029761555078518	1	AC9.2	E30	1
1.263/447.05121	ANOVA	NA	3.265344788174861	0.08029761555078518	1	AC9.3	E30	1
1.263/447.05121	ANOVA	NA	3.265344788174861	0.08029761555078518	1	AC9.1	AC9.3	1
1.263/447.05121	ANOVA	NA	3.265344788174861	0.08029761555078518	1	AC9.2	AC9.3	1
1.263/447.05121	ANOVA	NA	3.265344788174861	0.08029761555078518	1	AC9.1	AC9.2	1
2.385/447.22666	ANOVA	Tukey's test	18.766311027812087	5.595662798656991e-4	0.6323098962482401	AC9.2	AC9.1	0.08207203695527203
2.385/447.22666	ANOVA	Tukey's test	18.766311027812087	5.595662798656991e-4	0.6323098962482401	AC9.3	AC9.1	0.007724306484485182
2.385/447.22666	ANOVA	Tukey's test	18.766311027812087	5.595662798656991e-4	0.6323098962482401	AC9.3	AC9.2	5.389656994037288e-4
2.385/447.22666	ANOVA	Tukey's test	18.766311027812087	5.595662798656991e-4	0.6323098962482401	E30	AC9.1	0.08207203695527203
2.385/447.22666	ANOVA	Tukey's test	18.766311027812087	5.595662798656991e-4	0.6323098962482401	E30	AC9.2	0.007724306484485182
2.385/447.22666	ANOVA	Tukey's test	18.766311027812087	5.595662798656991e-4	0.6323098962482401	E30	AC9.3	0.08207203695527203
0.609/448.00089	ANOVA	NA	0.9709100473104765	0.4526765001074593	1	AC9.1	E30	1
0.609/448.00089	ANOVA	NA	0.9709100473104765	0.4526765001074593	1	AC9.2	E30	1
0.609/448.00089	ANOVA	NA	0.9709100473104765	0.4526765001074593	1	AC9.3	E30	1
0.609/448.00089	ANOVA	NA	0.9709100473104765	0.4526765001074593	1	AC9.1	AC9.3	1
0.609/448.00089	ANOVA	NA	0.9709100473104765	0.4526765001074593	1	AC9.2	AC9.3	1
0.609/448.00089	ANOVA	NA	0.9709100473104765	0.4526765001074593	1	AC9.1	AC9.2	1
2.144/448.23620	ANOVA	NA	1.4545109783023806	0.297953826839731	1	AC9.1	E30	1
2.144/448.23620	ANOVA	NA	1.4545109783023806	0.297953826839731	1	AC9.2	E30	1
2.144/448.23620	ANOVA	NA	1.4545109783023806	0.297953826839731	1	AC9.3	E30	1
2.144/448.23620	ANOVA	NA	1.4545109783023806	0.297953826839731	1	AC9.1	AC9.3	1
2.144/448.23620	ANOVA	NA	1.4545109783023806	0.297953826839731	1	AC9.2	AC9.3	1
2.144/448.23620	ANOVA	NA	1.4545109783023806	0.297953826839731	1	AC9.1	AC9.2	1
0.744/449.10302	ANOVA	NA	0.4647197402382721	0.714820039101762	1	AC9.1	E30	1
0.744/449.10302	ANOVA	NA	0.4647197402382721	0.714820039101762	1	AC9.2	E30	1
0.744/449.10302	ANOVA	NA	0.4647197402382721	0.714820039101762	1	AC9.3	E30	1
