Metabolite Clone1 Clone2 log2FC plotContrast
5.643/676.80985 AC9.1 E30 0.66325 "AC9.1 vs E30"
5.643/676.80985 AC9.2 E30 0.7282 "AC9.2 vs E30"
5.643/676.80985 AC9.3 E30 0.76373 "AC9.3 vs E30"
5.643/676.80985 AC9.1 AC9.3 -0.10048 "AC9.1 vs AC9.3"
5.643/676.80985 AC9.2 AC9.3 -0.035531 "AC9.2 vs AC9.3"
5.643/676.80985 AC9.1 AC9.2 -0.064948 "AC9.1 vs AC9.2"
5.654/678.80975 AC9.1 E30 0.23765 "AC9.1 vs E30"
5.654/678.80975 AC9.2 E30 0.27982 "AC9.2 vs E30"
5.654/678.80975 AC9.3 E30 0.36287 "AC9.3 vs E30"
5.654/678.80975 AC9.1 AC9.3 -0.12522 "AC9.1 vs AC9.3"
5.654/678.80975 AC9.2 AC9.3 -0.083053 "AC9.2 vs AC9.3"
5.654/678.80975 AC9.1 AC9.2 -0.042171 "AC9.1 vs AC9.2"
0.510/680.56267 AC9.1 E30 1.674 "AC9.1 vs E30"
0.510/680.56267 AC9.2 E30 3.4073 "AC9.2 vs E30"
0.510/680.56267 AC9.3 E30 2.5019 "AC9.3 vs E30"
0.510/680.56267 AC9.1 AC9.3 -0.82784 "AC9.1 vs AC9.3"
0.510/680.56267 AC9.2 AC9.3 0.90546 "AC9.2 vs AC9.3"
0.510/680.56267 AC9.1 AC9.2 -1.7333 "AC9.1 vs AC9.2"
5.218/680.94914 AC9.1 E30 -0.85793 "AC9.1 vs E30"
5.218/680.94914 AC9.2 E30 -1.1386 "AC9.2 vs E30"
5.218/680.94914 AC9.3 E30 -1.2834 "AC9.3 vs E30"
5.218/680.94914 AC9.1 AC9.3 0.42542 "AC9.1 vs AC9.3"
5.218/680.94914 AC9.2 AC9.3 0.14475 "AC9.2 vs AC9.3"
5.218/680.94914 AC9.1 AC9.2 0.28067 "AC9.1 vs AC9.2"
0.719/681.27134 AC9.1 E30 -1.2164 "AC9.1 vs E30"
0.719/681.27134 AC9.2 E30 -0.42397 "AC9.2 vs E30"
0.719/681.27134 AC9.3 E30 2.4535 "AC9.3 vs E30"
0.719/681.27134 AC9.1 AC9.3 -3.6698 "AC9.1 vs AC9.3"
0.719/681.27134 AC9.2 AC9.3 -2.8775 "AC9.2 vs AC9.3"
0.719/681.27134 AC9.1 AC9.2 -0.79239 "AC9.1 vs AC9.2"
5.057/681.27952 AC9.1 E30 0.76049 "AC9.1 vs E30"
5.057/681.27952 AC9.2 E30 0.84766 "AC9.2 vs E30"
5.057/681.27952 AC9.3 E30 0.25575 "AC9.3 vs E30"
5.057/681.27952 AC9.1 AC9.3 0.50474 "AC9.1 vs AC9.3"
5.057/681.27952 AC9.2 AC9.3 0.59191 "AC9.2 vs AC9.3"
5.057/681.27952 AC9.1 AC9.2 -0.08717 "AC9.1 vs AC9.2"
0.528/681.43636 AC9.1 E30 0.30492 "AC9.1 vs E30"
0.528/681.43636 AC9.2 E30 0.48905 "AC9.2 vs E30"
0.528/681.43636 AC9.3 E30 1.9328 "AC9.3 vs E30"
0.528/681.43636 AC9.1 AC9.3 -1.6279 "AC9.1 vs AC9.3"
0.528/681.43636 AC9.2 AC9.3 -1.4437 "AC9.2 vs AC9.3"
0.528/681.43636 AC9.1 AC9.2 -0.18413 "AC9.1 vs AC9.2"
0.685/682.07260 AC9.1 E30 -0.40531 "AC9.1 vs E30"
0.685/682.07260 AC9.2 E30 0.0080262 "AC9.2 vs E30"
0.685/682.07260 AC9.3 E30 3.3005 "AC9.3 vs E30"
0.685/682.07260 AC9.1 AC9.3 -3.7058 "AC9.1 vs AC9.3"
0.685/682.07260 AC9.2 AC9.3 -3.2925 "AC9.2 vs AC9.3"
0.685/682.07260 AC9.1 AC9.2 -0.41333 "AC9.1 vs AC9.2"
0.510/682.38554 AC9.1 E30 -0.24689 "AC9.1 vs E30"
0.510/682.38554 AC9.2 E30 1.1563 "AC9.2 vs E30"
0.510/682.38554 AC9.3 E30 0.76218 "AC9.3 vs E30"
0.510/682.38554 AC9.1 AC9.3 -1.0091 "AC9.1 vs AC9.3"
0.510/682.38554 AC9.2 AC9.3 0.39411 "AC9.2 vs AC9.3"
0.510/682.38554 AC9.1 AC9.2 -1.4032 "AC9.1 vs AC9.2"
0.510/682.58052 AC9.1 E30 1.4189 "AC9.1 vs E30"
0.510/682.58052 AC9.2 E30 2.6178 "AC9.2 vs E30"
0.510/682.58052 AC9.3 E30 1.7697 "AC9.3 vs E30"
0.510/682.58052 AC9.1 AC9.3 -0.35082 "AC9.1 vs AC9.3"
0.510/682.58052 AC9.2 AC9.3 0.84816 "AC9.2 vs AC9.3"
0.510/682.58052 AC9.1 AC9.2 -1.199 "AC9.1 vs AC9.2"
0.685/682.89679 AC9.1 E30 -2.4126 "AC9.1 vs E30"
0.685/682.89679 AC9.2 E30 -3.0188 "AC9.2 vs E30"
0.685/682.89679 AC9.3 E30 -1.3519 "AC9.3 vs E30"
0.685/682.89679 AC9.1 AC9.3 -1.0608 "AC9.1 vs AC9.3"
0.685/682.89679 AC9.2 AC9.3 -1.6669 "AC9.2 vs AC9.3"
0.685/682.89679 AC9.1 AC9.2 0.60614 "AC9.1 vs AC9.2"
4.937/684.02192 AC9.1 E30 -0.091684 "AC9.1 vs E30"
4.937/684.02192 AC9.2 E30 -0.42548 "AC9.2 vs E30"
4.937/684.02192 AC9.3 E30 -0.84273 "AC9.3 vs E30"
4.937/684.02192 AC9.1 AC9.3 0.75104 "AC9.1 vs AC9.3"
4.937/684.02192 AC9.2 AC9.3 0.41725 "AC9.2 vs AC9.3"
4.937/684.02192 AC9.1 AC9.2 0.33379 "AC9.1 vs AC9.2"
1.319/684.22357 AC9.1 E30 0.033682 "AC9.1 vs E30"
1.319/684.22357 AC9.2 E30 -0.010517 "AC9.2 vs E30"
1.319/684.22357 AC9.3 E30 0.10541 "AC9.3 vs E30"
1.319/684.22357 AC9.1 AC9.3 -0.071728 "AC9.1 vs AC9.3"
1.319/684.22357 AC9.2 AC9.3 -0.11593 "AC9.2 vs AC9.3"
1.319/684.22357 AC9.1 AC9.2 0.0442 "AC9.1 vs AC9.2"
7.040/684.22810 AC9.1 E30 -0.034935 "AC9.1 vs E30"
7.040/684.22810 AC9.2 E30 -0.087617 "AC9.2 vs E30"
7.040/684.22810 AC9.3 E30 -0.053442 "AC9.3 vs E30"
7.040/684.22810 AC9.1 AC9.3 0.018507 "AC9.1 vs AC9.3"
7.040/684.22810 AC9.2 AC9.3 -0.034175 "AC9.2 vs AC9.3"
7.040/684.22810 AC9.1 AC9.2 0.052682 "AC9.1 vs AC9.2"
4.595/685.15354 AC9.1 E30 -0.10884 "AC9.1 vs E30"
4.595/685.15354 AC9.2 E30 0.27578 "AC9.2 vs E30"
4.595/685.15354 AC9.3 E30 -0.45721 "AC9.3 vs E30"
4.595/685.15354 AC9.1 AC9.3 0.34837 "AC9.1 vs AC9.3"
4.595/685.15354 AC9.2 AC9.3 0.73299 "AC9.2 vs AC9.3"
4.595/685.15354 AC9.1 AC9.2 -0.38463 "AC9.1 vs AC9.2"
0.719/685.32801 AC9.1 E30 -0.46606 "AC9.1 vs E30"
0.719/685.32801 AC9.2 E30 -0.31292 "AC9.2 vs E30"
0.719/685.32801 AC9.3 E30 1.0838 "AC9.3 vs E30"
0.719/685.32801 AC9.1 AC9.3 -1.5498 "AC9.1 vs AC9.3"
0.719/685.32801 AC9.2 AC9.3 -1.3967 "AC9.2 vs AC9.3"
0.719/685.32801 AC9.1 AC9.2 -0.15313 "AC9.1 vs AC9.2"
0.727/685.41303 AC9.1 E30 0.13321 "AC9.1 vs E30"
0.727/685.41303 AC9.2 E30 0.077111 "AC9.2 vs E30"
0.727/685.41303 AC9.3 E30 -0.02981 "AC9.3 vs E30"
0.727/685.41303 AC9.1 AC9.3 0.16301 "AC9.1 vs AC9.3"
0.727/685.41303 AC9.2 AC9.3 0.10692 "AC9.2 vs AC9.3"
0.727/685.41303 AC9.1 AC9.2 0.056094 "AC9.1 vs AC9.2"
6.943/685.41528 AC9.1 E30 -0.11308 "AC9.1 vs E30"
6.943/685.41528 AC9.2 E30 -0.068145 "AC9.2 vs E30"
6.943/685.41528 AC9.3 E30 0.0070237 "AC9.3 vs E30"
6.943/685.41528 AC9.1 AC9.3 -0.1201 "AC9.1 vs AC9.3"
6.943/685.41528 AC9.2 AC9.3 -0.075169 "AC9.2 vs AC9.3"
6.943/685.41528 AC9.1 AC9.2 -0.044933 "AC9.1 vs AC9.2"
0.544/685.41629 AC9.1 E30 -0.09558 "AC9.1 vs E30"
0.544/685.41629 AC9.2 E30 -0.028465 "AC9.2 vs E30"
0.544/685.41629 AC9.3 E30 -0.082135 "AC9.3 vs E30"
0.544/685.41629 AC9.1 AC9.3 -0.013445 "AC9.1 vs AC9.3"
0.544/685.41629 AC9.2 AC9.3 0.05367 "AC9.2 vs AC9.3"
0.544/685.41629 AC9.1 AC9.2 -0.067115 "AC9.1 vs AC9.2"
0.710/687.34349 AC9.1 E30 -0.22506 "AC9.1 vs E30"
0.710/687.34349 AC9.2 E30 -0.33171 "AC9.2 vs E30"
0.710/687.34349 AC9.3 E30 3.2108 "AC9.3 vs E30"
0.710/687.34349 AC9.1 AC9.3 -3.4359 "AC9.1 vs AC9.3"
0.710/687.34349 AC9.2 AC9.3 -3.5425 "AC9.2 vs AC9.3"
0.710/687.34349 AC9.1 AC9.2 0.10665 "AC9.1 vs AC9.2"
0.510/688.53684 AC9.1 E30 0.23758 "AC9.1 vs E30"
0.510/688.53684 AC9.2 E30 0.31052 "AC9.2 vs E30"
0.510/688.53684 AC9.3 E30 1.9738 "AC9.3 vs E30"
0.510/688.53684 AC9.1 AC9.3 -1.7362 "AC9.1 vs AC9.3"
0.510/688.53684 AC9.2 AC9.3 -1.6633 "AC9.2 vs AC9.3"
0.510/688.53684 AC9.1 AC9.2 -0.072947 "AC9.1 vs AC9.2"
4.657/689.09095 AC9.1 E30 -0.11032 "AC9.1 vs E30"
4.657/689.09095 AC9.2 E30 -0.085353 "AC9.2 vs E30"
4.657/689.09095 AC9.3 E30 -0.22726 "AC9.3 vs E30"
4.657/689.09095 AC9.1 AC9.3 0.11693 "AC9.1 vs AC9.3"
4.657/689.09095 AC9.2 AC9.3 0.14191 "AC9.2 vs AC9.3"
4.657/689.09095 AC9.1 AC9.2 -0.024971 "AC9.1 vs AC9.2"
0.510/689.47556 AC9.1 E30 0.98998 "AC9.1 vs E30"
0.510/689.47556 AC9.2 E30 2.3718 "AC9.2 vs E30"
0.510/689.47556 AC9.3 E30 1.1865 "AC9.3 vs E30"
0.510/689.47556 AC9.1 AC9.3 -0.19656 "AC9.1 vs AC9.3"
0.510/689.47556 AC9.2 AC9.3 1.1852 "AC9.2 vs AC9.3"
0.510/689.47556 AC9.1 AC9.2 -1.3818 "AC9.1 vs AC9.2"
0.588/690.15057 AC9.1 E30 1.9727 "AC9.1 vs E30"
0.588/690.15057 AC9.2 E30 2.9212 "AC9.2 vs E30"
0.588/690.15057 AC9.3 E30 2.1571 "AC9.3 vs E30"
0.588/690.15057 AC9.1 AC9.3 -0.18433 "AC9.1 vs AC9.3"
0.588/690.15057 AC9.2 AC9.3 0.76418 "AC9.2 vs AC9.3"
0.588/690.15057 AC9.1 AC9.2 -0.94852 "AC9.1 vs AC9.2"
5.114/691.20878 AC9.1 E30 0.60144 "AC9.1 vs E30"
5.114/691.20878 AC9.2 E30 -0.056791 "AC9.2 vs E30"
5.114/691.20878 AC9.3 E30 0.1335 "AC9.3 vs E30"
5.114/691.20878 AC9.1 AC9.3 0.46795 "AC9.1 vs AC9.3"
5.114/691.20878 AC9.2 AC9.3 -0.19029 "AC9.2 vs AC9.3"
5.114/691.20878 AC9.1 AC9.2 0.65823 "AC9.1 vs AC9.2"
0.508/691.48871 AC9.1 E30 0.67277 "AC9.1 vs E30"
0.508/691.48871 AC9.2 E30 2.0991 "AC9.2 vs E30"
0.508/691.48871 AC9.3 E30 1.1151 "AC9.3 vs E30"
0.508/691.48871 AC9.1 AC9.3 -0.44229 "AC9.1 vs AC9.3"
0.508/691.48871 AC9.2 AC9.3 0.984 "AC9.2 vs AC9.3"
0.508/691.48871 AC9.1 AC9.2 -1.4263 "AC9.1 vs AC9.2"
0.587/692.14834 AC9.1 E30 1.6678 "AC9.1 vs E30"
0.587/692.14834 AC9.2 E30 2.5555 "AC9.2 vs E30"
0.587/692.14834 AC9.3 E30 1.9116 "AC9.3 vs E30"
0.587/692.14834 AC9.1 AC9.3 -0.24379 "AC9.1 vs AC9.3"
0.587/692.14834 AC9.2 AC9.3 0.64395 "AC9.2 vs AC9.3"
0.587/692.14834 AC9.1 AC9.2 -0.88774 "AC9.1 vs AC9.2"
2.302/692.21991 AC9.1 E30 8.6272 "AC9.1 vs E30"
2.302/692.21991 AC9.2 E30 -0.067361 "AC9.2 vs E30"
2.302/692.21991 AC9.3 E30 5.7181 "AC9.3 vs E30"
2.302/692.21991 AC9.1 AC9.3 2.909 "AC9.1 vs AC9.3"
2.302/692.21991 AC9.2 AC9.3 -5.7855 "AC9.2 vs AC9.3"
2.302/692.21991 AC9.1 AC9.2 8.6945 "AC9.1 vs AC9.2"
1.101/693.25570 AC9.1 E30 0.064381 "AC9.1 vs E30"
1.101/693.25570 AC9.2 E30 -0.33545 "AC9.2 vs E30"
1.101/693.25570 AC9.3 E30 -0.0029436 "AC9.3 vs E30"
1.101/693.25570 AC9.1 AC9.3 0.067324 "AC9.1 vs AC9.3"
1.101/693.25570 AC9.2 AC9.3 -0.33250999999999997 "AC9.2 vs AC9.3"
1.101/693.25570 AC9.1 AC9.2 0.39983 "AC9.1 vs AC9.2"
0.685/693.36293 AC9.1 E30 -1.8757 "AC9.1 vs E30"
0.685/693.36293 AC9.2 E30 -2.444 "AC9.2 vs E30"
0.685/693.36293 AC9.3 E30 -1.4459 "AC9.3 vs E30"
0.685/693.36293 AC9.1 AC9.3 -0.42984 "AC9.1 vs AC9.3"
0.685/693.36293 AC9.2 AC9.3 -0.99812 "AC9.2 vs AC9.3"
0.685/693.36293 AC9.1 AC9.2 0.56828 "AC9.1 vs AC9.2"
0.644/694.44720 AC9.1 E30 -1.5331 "AC9.1 vs E30"
0.644/694.44720 AC9.2 E30 -1.7259 "AC9.2 vs E30"
0.644/694.44720 AC9.3 E30 0.61449 "AC9.3 vs E30"
0.644/694.44720 AC9.1 AC9.3 -2.1476 "AC9.1 vs AC9.3"
0.644/694.44720 AC9.2 AC9.3 -2.3404 "AC9.2 vs AC9.3"
0.644/694.44720 AC9.1 AC9.2 0.19282 "AC9.1 vs AC9.2"
0.519/695.45530 AC9.1 E30 1.1158 "AC9.1 vs E30"
0.519/695.45530 AC9.2 E30 0.040483 "AC9.2 vs E30"
0.519/695.45530 AC9.3 E30 0.84847 "AC9.3 vs E30"
0.519/695.45530 AC9.1 AC9.3 0.26734 "AC9.1 vs AC9.3"
0.519/695.45530 AC9.2 AC9.3 -0.80799 "AC9.2 vs AC9.3"
0.519/695.45530 AC9.1 AC9.2 1.0753 "AC9.1 vs AC9.2"
0.624/696.46039 AC9.1 E30 -0.47808 "AC9.1 vs E30"
0.624/696.46039 AC9.2 E30 -0.67167 "AC9.2 vs E30"
0.624/696.46039 AC9.3 E30 2.198 "AC9.3 vs E30"
0.624/696.46039 AC9.1 AC9.3 -2.6761 "AC9.1 vs AC9.3"
0.624/696.46039 AC9.2 AC9.3 -2.8697 "AC9.2 vs AC9.3"
0.624/696.46039 AC9.1 AC9.2 0.19358 "AC9.1 vs AC9.2"
5.423/696.89629 AC9.1 E30 0.0030723 "AC9.1 vs E30"
5.423/696.89629 AC9.2 E30 -0.035392 "AC9.2 vs E30"
5.423/696.89629 AC9.3 E30 0.0012465 "AC9.3 vs E30"
5.423/696.89629 AC9.1 AC9.3 0.0018258 "AC9.1 vs AC9.3"
5.423/696.89629 AC9.2 AC9.3 -0.036638 "AC9.2 vs AC9.3"
5.423/696.89629 AC9.1 AC9.2 0.038464 "AC9.1 vs AC9.2"
0.535/697.41343 AC9.1 E30 2.7015 "AC9.1 vs E30"
0.535/697.41343 AC9.2 E30 4.031 "AC9.2 vs E30"
0.535/697.41343 AC9.3 E30 2.3458 "AC9.3 vs E30"
0.535/697.41343 AC9.1 AC9.3 0.3557 "AC9.1 vs AC9.3"
0.535/697.41343 AC9.2 AC9.3 1.6851 "AC9.2 vs AC9.3"
0.535/697.41343 AC9.1 AC9.2 -1.3294 "AC9.1 vs AC9.2"
5.443/697.89961 AC9.1 E30 0.071144 "AC9.1 vs E30"
5.443/697.89961 AC9.2 E30 0.057656 "AC9.2 vs E30"
5.443/697.89961 AC9.3 E30 0.045445 "AC9.3 vs E30"
5.443/697.89961 AC9.1 AC9.3 0.025699 "AC9.1 vs AC9.3"
5.443/697.89961 AC9.2 AC9.3 0.012211 "AC9.2 vs AC9.3"
5.443/697.89961 AC9.1 AC9.2 0.013488 "AC9.1 vs AC9.2"
2.195/698.29506 AC9.1 E30 0.88058 "AC9.1 vs E30"
2.195/698.29506 AC9.2 E30 0.9388 "AC9.2 vs E30"
2.195/698.29506 AC9.3 E30 0.30603 "AC9.3 vs E30"
2.195/698.29506 AC9.1 AC9.3 0.57455 "AC9.1 vs AC9.3"
2.195/698.29506 AC9.2 AC9.3 0.63277 "AC9.2 vs AC9.3"
2.195/698.29506 AC9.1 AC9.2 -0.05822 "AC9.1 vs AC9.2"
0.535/698.41583 AC9.1 E30 2.6046 "AC9.1 vs E30"
0.535/698.41583 AC9.2 E30 3.9742 "AC9.2 vs E30"
0.535/698.41583 AC9.3 E30 2.3166 "AC9.3 vs E30"
0.535/698.41583 AC9.1 AC9.3 0.28799 "AC9.1 vs AC9.3"
0.535/698.41583 AC9.2 AC9.3 1.6576 "AC9.2 vs AC9.3"
0.535/698.41583 AC9.1 AC9.2 -1.3696 "AC9.1 vs AC9.2"
5.444/698.89418 AC9.1 E30 -0.040723 "AC9.1 vs E30"
5.444/698.89418 AC9.2 E30 0.099207 "AC9.2 vs E30"
5.444/698.89418 AC9.3 E30 0.046043 "AC9.3 vs E30"
5.444/698.89418 AC9.1 AC9.3 -0.086766 "AC9.1 vs AC9.3"
5.444/698.89418 AC9.2 AC9.3 0.053164 "AC9.2 vs AC9.3"
5.444/698.89418 AC9.1 AC9.2 -0.13993 "AC9.1 vs AC9.2"
0.535/699.41608 AC9.1 E30 2.1281 "AC9.1 vs E30"
0.535/699.41608 AC9.2 E30 3.4157 "AC9.2 vs E30"
0.535/699.41608 AC9.3 E30 1.8145 "AC9.3 vs E30"
0.535/699.41608 AC9.1 AC9.3 0.31363 "AC9.1 vs AC9.3"
0.535/699.41608 AC9.2 AC9.3 1.6012 "AC9.2 vs AC9.3"
0.535/699.41608 AC9.1 AC9.2 -1.2876 "AC9.1 vs AC9.2"
1.108/700.29388 AC9.1 E30 -0.66223 "AC9.1 vs E30"
1.108/700.29388 AC9.2 E30 -0.66 "AC9.2 vs E30"
1.108/700.29388 AC9.3 E30 -1.0246 "AC9.3 vs E30"
1.108/700.29388 AC9.1 AC9.3 0.36239 "AC9.1 vs AC9.3"
1.108/700.29388 AC9.2 AC9.3 0.36462 "AC9.2 vs AC9.3"
1.108/700.29388 AC9.1 AC9.2 -0.0022323 "AC9.1 vs AC9.2"
0.535/700.95858 AC9.1 E30 2.0857 "AC9.1 vs E30"
0.535/700.95858 AC9.2 E30 4.0242000000000004 "AC9.2 vs E30"
0.535/700.95858 AC9.3 E30 1.9562 "AC9.3 vs E30"
0.535/700.95858 AC9.1 AC9.3 0.1295 "AC9.1 vs AC9.3"
0.535/700.95858 AC9.2 AC9.3 2.068 "AC9.2 vs AC9.3"
0.535/700.95858 AC9.1 AC9.2 -1.9385 "AC9.1 vs AC9.2"
0.570/701.33832 AC9.1 E30 -0.12716 "AC9.1 vs E30"
0.570/701.33832 AC9.2 E30 0.3119 "AC9.2 vs E30"
0.570/701.33832 AC9.3 E30 0.16952 "AC9.3 vs E30"
0.570/701.33832 AC9.1 AC9.3 -0.29668 "AC9.1 vs AC9.3"
0.570/701.33832 AC9.2 AC9.3 0.14237 "AC9.2 vs AC9.3"
0.570/701.33832 AC9.1 AC9.2 -0.43905 "AC9.1 vs AC9.2"
7.015/701.43222 AC9.1 E30 -0.16843 "AC9.1 vs E30"
7.015/701.43222 AC9.2 E30 -0.078579 "AC9.2 vs E30"
7.015/701.43222 AC9.3 E30 -6.5249e-4 "AC9.3 vs E30"
7.015/701.43222 AC9.1 AC9.3 -0.16778 "AC9.1 vs AC9.3"
7.015/701.43222 AC9.2 AC9.3 -0.077927 "AC9.2 vs AC9.3"
7.015/701.43222 AC9.1 AC9.2 -0.089853 "AC9.1 vs AC9.2"
0.569/704.54347 AC9.1 E30 -1.0269 "AC9.1 vs E30"
0.569/704.54347 AC9.2 E30 1.6797 "AC9.2 vs E30"
0.569/704.54347 AC9.3 E30 2.6544 "AC9.3 vs E30"
0.569/704.54347 AC9.1 AC9.3 -3.6814 "AC9.1 vs AC9.3"
0.569/704.54347 AC9.2 AC9.3 -0.97469 "AC9.2 vs AC9.3"
0.569/704.54347 AC9.1 AC9.2 -2.7067 "AC9.1 vs AC9.2"
0.677/704.91240 AC9.1 E30 -2.2351 "AC9.1 vs E30"
0.677/704.91240 AC9.2 E30 -2.5171 "AC9.2 vs E30"
0.677/704.91240 AC9.3 E30 -1.2571 "AC9.3 vs E30"
0.677/704.91240 AC9.1 AC9.3 -0.97801 "AC9.1 vs AC9.3"
0.677/704.91240 AC9.2 AC9.3 -1.26 "AC9.2 vs AC9.3"
0.677/704.91240 AC9.1 AC9.2 0.28203 "AC9.1 vs AC9.2"
7.034/705.15270 AC9.1 E30 -0.12327 "AC9.1 vs E30"
7.034/705.15270 AC9.2 E30 -0.086056 "AC9.2 vs E30"
7.034/705.15270 AC9.3 E30 -0.086278 "AC9.3 vs E30"
7.034/705.15270 AC9.1 AC9.3 -0.036997 "AC9.1 vs AC9.3"
7.034/705.15270 AC9.2 AC9.3 2.218e-4 "AC9.2 vs AC9.3"
7.034/705.15270 AC9.1 AC9.2 -0.037219 "AC9.1 vs AC9.2"
0.510/706.58275 AC9.1 E30 2.2123 "AC9.1 vs E30"
0.510/706.58275 AC9.2 E30 3.6123 "AC9.2 vs E30"
0.510/706.58275 AC9.3 E30 1.7998 "AC9.3 vs E30"
0.510/706.58275 AC9.1 AC9.3 0.41252 "AC9.1 vs AC9.3"
0.510/706.58275 AC9.2 AC9.3 1.8125 "AC9.2 vs AC9.3"
0.510/706.58275 AC9.1 AC9.2 -1.4 "AC9.1 vs AC9.2"
0.702/708.42689 AC9.1 E30 -0.67744 "AC9.1 vs E30"
0.702/708.42689 AC9.2 E30 -0.56963 "AC9.2 vs E30"
0.702/708.42689 AC9.3 E30 1.5713 "AC9.3 vs E30"
0.702/708.42689 AC9.1 AC9.3 -2.2487 "AC9.1 vs AC9.3"
0.702/708.42689 AC9.2 AC9.3 -2.1409 "AC9.2 vs AC9.3"
0.702/708.42689 AC9.1 AC9.2 -0.10780000000000001 "AC9.1 vs AC9.2"
7.027/708.53176 AC9.1 E30 -0.048404 "AC9.1 vs E30"
7.027/708.53176 AC9.2 E30 -0.10463 "AC9.2 vs E30"
7.027/708.53176 AC9.3 E30 0.025174 "AC9.3 vs E30"
7.027/708.53176 AC9.1 AC9.3 -0.073578 "AC9.1 vs AC9.3"
7.027/708.53176 AC9.2 AC9.3 -0.12981 "AC9.2 vs AC9.3"
7.027/708.53176 AC9.1 AC9.2 0.056228 "AC9.1 vs AC9.2"
0.510/708.59464 AC9.1 E30 2.6124 "AC9.1 vs E30"
0.510/708.59464 AC9.2 E30 3.9157 "AC9.2 vs E30"
0.510/708.59464 AC9.3 E30 2.3348 "AC9.3 vs E30"
0.510/708.59464 AC9.1 AC9.3 0.27765 "AC9.1 vs AC9.3"
0.510/708.59464 AC9.2 AC9.3 1.581 "AC9.2 vs AC9.3"
0.510/708.59464 AC9.1 AC9.2 -1.3033 "AC9.1 vs AC9.2"
2.145/709.18075 AC9.1 E30 0.047341 "AC9.1 vs E30"
2.145/709.18075 AC9.2 E30 0.41072 "AC9.2 vs E30"
2.145/709.18075 AC9.3 E30 0.18984 "AC9.3 vs E30"
2.145/709.18075 AC9.1 AC9.3 -0.1425 "AC9.1 vs AC9.3"
2.145/709.18075 AC9.2 AC9.3 0.22087 "AC9.2 vs AC9.3"
2.145/709.18075 AC9.1 AC9.2 -0.36338 "AC9.1 vs AC9.2"
2.140/711.17984 AC9.1 E30 -0.025905 "AC9.1 vs E30"
2.140/711.17984 AC9.2 E30 -0.085523 "AC9.2 vs E30"
2.140/711.17984 AC9.3 E30 -0.1673 "AC9.3 vs E30"
2.140/711.17984 AC9.1 AC9.3 0.14139 "AC9.1 vs AC9.3"
2.140/711.17984 AC9.2 AC9.3 0.081776 "AC9.2 vs AC9.3"
2.140/711.17984 AC9.1 AC9.2 0.059619 "AC9.1 vs AC9.2"
0.527/711.45412 AC9.1 E30 0.24573 "AC9.1 vs E30"
0.527/711.45412 AC9.2 E30 0.62287 "AC9.2 vs E30"
0.527/711.45412 AC9.3 E30 1.5514 "AC9.3 vs E30"
0.527/711.45412 AC9.1 AC9.3 -1.3056 "AC9.1 vs AC9.3"
0.527/711.45412 AC9.2 AC9.3 -0.92849 "AC9.2 vs AC9.3"
0.527/711.45412 AC9.1 AC9.2 -0.37714 "AC9.1 vs AC9.2"
7.043/712.25473 AC9.1 E30 -0.03431 "AC9.1 vs E30"
7.043/712.25473 AC9.2 E30 -0.18242 "AC9.2 vs E30"
7.043/712.25473 AC9.3 E30 -0.11203 "AC9.3 vs E30"
7.043/712.25473 AC9.1 AC9.3 0.077725 "AC9.1 vs AC9.3"
7.043/712.25473 AC9.2 AC9.3 -0.07039 "AC9.2 vs AC9.3"
7.043/712.25473 AC9.1 AC9.2 0.14811 "AC9.1 vs AC9.2"
4.673/714.31689 AC9.1 E30 -0.61868 "AC9.1 vs E30"
4.673/714.31689 AC9.2 E30 0.47256 "AC9.2 vs E30"
4.673/714.31689 AC9.3 E30 -0.09935 "AC9.3 vs E30"
4.673/714.31689 AC9.1 AC9.3 -0.51933 "AC9.1 vs AC9.3"
4.673/714.31689 AC9.2 AC9.3 0.57192 "AC9.2 vs AC9.3"
4.673/714.31689 AC9.1 AC9.2 -1.0912 "AC9.1 vs AC9.2"
0.640/715.37510 AC9.1 E30 -1.9134 "AC9.1 vs E30"
0.640/715.37510 AC9.2 E30 -1.8263 "AC9.2 vs E30"
0.640/715.37510 AC9.3 E30 0.80134 "AC9.3 vs E30"
0.640/715.37510 AC9.1 AC9.3 -2.7147 "AC9.1 vs AC9.3"
0.640/715.37510 AC9.2 AC9.3 -2.6277 "AC9.2 vs AC9.3"
0.640/715.37510 AC9.1 AC9.2 -0.087055 "AC9.1 vs AC9.2"
0.510/715.49126 AC9.1 E30 1.0275 "AC9.1 vs E30"
0.510/715.49126 AC9.2 E30 2.3421 "AC9.2 vs E30"
0.510/715.49126 AC9.3 E30 0.93714 "AC9.3 vs E30"
0.510/715.49126 AC9.1 AC9.3 0.090375 "AC9.1 vs AC9.3"
0.510/715.49126 AC9.2 AC9.3 1.405 "AC9.2 vs AC9.3"
0.510/715.49126 AC9.1 AC9.2 -1.3146 "AC9.1 vs AC9.2"
0.727/716.96377 AC9.1 E30 -3.3008 "AC9.1 vs E30"
0.727/716.96377 AC9.2 E30 -3.868 "AC9.2 vs E30"
0.727/716.96377 AC9.3 E30 -1.6078 "AC9.3 vs E30"
0.727/716.96377 AC9.1 AC9.3 -1.693 "AC9.1 vs AC9.3"
0.727/716.96377 AC9.2 AC9.3 -2.2602 "AC9.2 vs AC9.3"
