"",f.value,p.value,-log10(p),FDR,Fisher's LSD
2.358/278.14614,5765.9,2.5141e-15,14.6,4.2689e-12,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; QC - AC9.2; QC - AC9.3; QC - E30
2.306/292.16097,3833,1.5773e-14,13.802,1.3391e-11,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; QC - AC9.2; QC - AC9.3; QC - E30
2.494/287.20054,986.42,7.025e-12,11.153,2.8696e-09,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; QC - AC9.2; QC - AC9.3; QC - E30
2.414/305.21255,968.92,7.6127e-12,11.118,2.8696e-09,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; QC - AC9.2; QC - AC9.3; QC - E30
2.463/184.05563,946.65,8.45e-12,11.073,2.8696e-09,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; QC - AC9.2; QC - AC9.3; QC - E30
2.485/143.65749,864.2,1.2718e-11,10.896,3.5991e-09,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; QC - AC9.2; QC - AC9.3; QC - E30
2.495/299.14185,491.68,1.5925e-10,9.7979,3.8629e-08,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; QC - AC9.3; QC - E30
1.151/160.13255,175.95,1.5543e-08,7.8085,3.0387e-06,AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - E30; AC9.2 - QC; AC9.3 - E30; QC - E30
4.916/236.15184,174.55,1.6106e-08,7.793,3.0387e-06,AC9.2 - AC9.1; AC9.1 - AC9.3; E30 - AC9.1; AC9.2 - AC9.3; E30 - AC9.2; AC9.2 - QC; E30 - AC9.3; QC - AC9.3; E30 - QC
5.310/215.64912,141.68,4.0537e-08,7.3921,6.8832e-06,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.1 - QC; AC9.3 - AC9.2; AC9.2 - E30; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
2.496/144.10199,112,1.1421e-07,6.9423,1.763e-05,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; E30 - AC9.2; QC - AC9.2; QC - AC9.3; QC - E30
6.008/430.19986,97.567,2.0926e-07,6.6793,2.8249e-05,AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
6.014/166.11307,96.835,2.1628e-07,6.665,2.8249e-05,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
6.010/136.58832,93.781,2.4885e-07,6.6041,3.0182e-05,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
4.896/474.25343,62.989,1.4044e-06,5.8525,0.00015898,AC9.1 - AC9.2; AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
0.800/132.13684,59.5,1.7955e-06,5.7458,0.00019055,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - E30; QC - AC9.3; QC - E30
4.551/742.28040,58.635,1.9123e-06,5.7184,0.00019101,AC9.2 - AC9.1; AC9.3 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; AC9.2 - E30; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
0.727/245.41201,55.461,2.429e-06,5.6146,0.00022914,AC9.1 - AC9.3; E30 - AC9.1; QC - AC9.1; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
5.290/246.21981,53.182,2.908e-06,5.5364,0.00025988,AC9.1 - AC9.2; E30 - AC9.1; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
4.438/127.12151,49.989,3.7899e-06,5.4214,0.0003001,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - QC; E30 - QC
5.293/173.13477,49.697,3.8859e-06,5.4105,0.0003001,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
6.168/289.20028,49.69,3.8882e-06,5.4102,0.0003001,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
5.379/201.63313,44.715,6.0932e-06,5.2152,0.00042867,AC9.1 - AC9.2; AC9.1 - E30; AC9.3 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
5.115/311.14754,43.69,6.7232e-06,5.1724,0.00042867,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - E30; AC9.2 - QC; AC9.3 - E30; QC - E30
2.402/182.05812,43.661,6.7421e-06,5.1712,0.00042867,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; QC - AC9.2; QC - AC9.3; QC - E30
4.666/254.13704,43.591,6.7877e-06,5.1683,0.00042867,AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
1.998/182.05780,43.548,6.8162e-06,5.1665,0.00042867,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; QC - AC9.2; QC - AC9.3; QC - E30
5.861/230.63688,41.057,8.7461e-06,5.0582,0.00050979,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
3.658/112.04841,40.93,8.8613e-06,5.0525,0.00050979,AC9.2 - AC9.1; AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - QC; E30 - QC
5.296/143.60895,40.772,9.0068e-06,5.0454,0.00050979,AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
4.660/304.20267,38.625,1.1313e-05,4.9464,0.00060059,AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
2.015/203.13994,38.621,1.1319e-05,4.9462,0.00060059,AC9.2 - AC9.1; AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
1.101/258.07708,37.733,1.2481e-05,4.9037,0.00064221,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - E30; E30 - AC9.3; QC - AC9.3
4.324/216.17246,36.989,1.357e-05,4.8674,0.00066248,AC9.3 - AC9.1; E30 - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; E30 - QC
4.437/144.14763,36.826,1.3824e-05,4.8594,0.00066248,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - QC
2.515/261.18287,36.687,1.4045e-05,4.8525,0.00066248,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; QC - AC9.3; QC - E30
0.660/276.21043,36.295,1.4692e-05,4.8329,0.00067424,AC9.2 - AC9.1; AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.2 - AC9.3; AC9.2 - QC; E30 - AC9.3
4.626/260.17566,35.33,1.6446e-05,4.7839,0.00073486,AC9.2 - AC9.1; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.2 - QC; AC9.3 - E30; AC9.3 - QC; QC - E30
1.102/220.12039,33.831,1.971e-05,4.7053,0.00083984,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; E30 - AC9.3; QC - AC9.3
5.543/303.21966,33.8,1.9784e-05,4.7037,0.00083984,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
4.249/133.06023,32.892,2.2161e-05,4.6544,0.00089518,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - QC; E30 - AC9.3; QC - AC9.3; E30 - QC
4.552/495.18421,32.798,2.2426e-05,4.6493,0.00089518,AC9.2 - AC9.1; AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; AC9.3 - E30; AC9.3 - QC
2.482/182.05773,32.713,2.2669e-05,4.6446,0.00089518,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; QC - AC9.2; QC - AC9.3; QC - E30
0.710/216.23345,31.846,2.5346e-05,4.5961,0.00097811,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - E30; QC - AC9.3; QC - E30
4.250/70.02648,31.589,2.6214e-05,4.5815,0.00098914,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - QC; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
1.102/429.31706,31.397,2.6884e-05,4.5705,0.00099236,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
4.556/277.14248,31.028,2.8232e-05,4.5493,0.0010199,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; QC - AC9.2; QC - AC9.3; QC - E30
0.694/340.13427,30.867,2.8849e-05,4.5399,0.0010205,AC9.1 - AC9.2; AC9.1 - AC9.3; E30 - AC9.1; AC9.2 - AC9.3; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
4.959/320.94973,30.636,2.9761e-05,4.5264,0.0010313,AC9.1 - AC9.3; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - QC; E30 - AC9.3; QC - AC9.3
5.021/434.24300,29.806,3.3335e-05,4.4771,0.0011321,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
6.018/429.17918,29.62,3.421e-05,4.4658,0.001139,AC9.1 - E30; AC9.2 - E30; AC9.3 - E30; QC - E30
5.587/166.11380,29.421,3.5173e-05,4.4538,0.0011485,AC9.1 - AC9.2; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
1.162/118.12117,29.21,3.6229e-05,4.4409,0.0011607,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3
4.382/187.14471,28.334,4.1068e-05,4.3865,0.0012686,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; QC - AC9.3
4.440/205.15585,28.33,4.109e-05,4.3863,0.0012686,AC9.2 - AC9.1; AC9.3 - AC9.1; AC9.1 - E30; QC - AC9.1; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
1.453/190.14409,27.92,4.3629e-05,4.3602,0.0013229,AC9.1 - AC9.3; E30 - AC9.1; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
5.114/289.16682,27.562,4.5999e-05,4.3373,0.0013703,AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - E30; AC9.3 - E30; QC - AC9.3; QC - E30
0.727/246.17400,27.06,4.9598e-05,4.3045,0.001452,AC9.1 - AC9.3; E30 - AC9.1; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
3.673/341.82570,26.83,5.1354e-05,4.2894,0.001478,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2
4.358/183.16083,26.71,5.2307e-05,4.2814,0.0014803,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2
3.677/144.04646,25.777,6.0478e-05,4.2184,0.0016835,AC9.2 - AC9.1; AC9.3 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
4.832/115.08535,25.427,6.3936e-05,4.1943,0.0017061,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
0.687/146.11679,25.425,6.3962e-05,4.1941,0.0017061,AC9.1 - E30; AC9.2 - E30; AC9.3 - E30; QC - E30
4.913/590.87410,25.391,6.4304e-05,4.1918,0.0017061,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
3.673/144.10086,24.271,7.7234e-05,4.1122,0.0020176,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; E30 - AC9.2; QC - AC9.2; QC - AC9.3
4.441/99.08926,24.141,7.8928e-05,4.1028,0.0020306,AC9.2 - AC9.1; AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2
5.586/331.22645,23.863,8.2712e-05,4.0824,0.0020962,AC9.1 - AC9.2; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
4.257/116.03269,23.678,8.5355e-05,4.0688,0.0021236,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; E30 - AC9.3; QC - AC9.3
0.752/244.15790,23.614,8.6294e-05,4.064,0.0021236,AC9.1 - AC9.3; AC9.2 - AC9.3; E30 - AC9.3; QC - AC9.3
4.645/272.17541,23.42,8.9215e-05,4.0496,0.0021641,AC9.1 - AC9.2; AC9.1 - E30; AC9.1 - QC; AC9.3 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
1.098/202.10785,23.291,9.1232e-05,4.0399,0.0021819,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - QC; AC9.2 - AC9.3; E30 - AC9.3; QC - AC9.3
4.307/242.05606,23.18,9.2994e-05,4.0315,0.0021931,AC9.1 - AC9.2; AC9.3 - AC9.1; E30 - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - QC; E30 - QC
4.444/184.10329,22.734,0.00010056,3.9976,0.0023391,AC9.1 - AC9.3; AC9.1 - E30; AC9.2 - AC9.3; AC9.2 - E30; QC - AC9.3; QC - E30
3.667/236.15162,22.512,0.00010462,3.9804,0.0024007,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; E30 - AC9.3; E30 - QC
5.573/503.16028,22.069,0.00011331,3.9457,0.0024977,AC9.1 - AC9.2; AC9.1 - E30; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; AC9.3 - QC; QC - E30
5.115/615.28978,21.923,0.00011636,3.9342,0.0024977,AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - E30; AC9.2 - QC; AC9.3 - E30; QC - E30
3.671/265.11646,21.918,0.00011647,3.9338,0.0024977,AC9.2 - AC9.1; AC9.3 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; QC - E30
4.662/290.18601,21.908,0.00011667,3.933,0.0024977,AC9.1 - AC9.2; AC9.3 - AC9.1; E30 - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - QC; E30 - QC
2.138/671.23415,21.799,0.00011903,3.9243,0.0024977,AC9.2 - AC9.1; AC9.1 - E30; AC9.2 - AC9.3; AC9.2 - E30; AC9.2 - QC; AC9.3 - E30; QC - E30
2.060/158.11632,21.769,0.00011969,3.9219,0.0024977,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; QC - AC9.2; QC - AC9.3; QC - E30
5.114/327.12439,21.746,0.00012019,3.9201,0.0024977,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; AC9.2 - E30; AC9.3 - E30; QC - AC9.3; QC - E30
3.657/268.10845,21.709,0.00012103,3.9171,0.0024977,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2
5.860/558.24633,21.661,0.00012209,3.9133,0.0024977,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.3 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
2.349/216.12342,21.199,0.00013308,3.8759,0.0026394,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.3 - AC9.2; QC - AC9.2; AC9.3 - E30; QC - AC9.3; QC - E30
4.426/236.15176,21.188,0.00013336,3.875,0.0026394,AC9.1 - AC9.3; E30 - AC9.1; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
5.892/429.14797,21.174,0.00013371,3.8738,0.0026394,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3
3.668/256.08729,21.092,0.0001358,3.8671,0.0026394,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2
0.702/182.12958,21.054,0.00013679,3.864,0.0026394,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
5.118/406.24903,20.853,0.00014211,3.8474,0.0026976,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; E30 - AC9.2; QC - AC9.2; E30 - AC9.3
0.687/87.04142,20.671,0.00014716,3.8322,0.0026976,AC9.1 - E30; AC9.2 - E30; AC9.3 - E30; QC - E30
2.330/158.11636,20.668,0.00014723,3.832,0.0026976,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; QC - AC9.3; QC - E30
3.685/266.11711,20.662,0.00014741,3.8315,0.0026976,AC9.2 - AC9.1; AC9.3 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; AC9.2 - E30; AC9.3 - E30; QC - E30
4.832/116.07010,20.646,0.00014785,3.8302,0.0026976,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
2.352/319.22693,20.595,0.00014934,3.8258,0.0026976,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.2 - AC9.3; QC - AC9.2; E30 - AC9.3; QC - AC9.3; QC - E30
2.142/537.18551,20.48,0.0001527,3.8162,0.0027293,AC9.2 - AC9.1; AC9.1 - E30; AC9.2 - AC9.3; AC9.2 - E30; AC9.2 - QC; AC9.3 - E30; QC - E30
4.607/255.04903,19.887,0.00017157,3.7656,0.0030308,AC9.1 - AC9.3; AC9.2 - AC9.3; AC9.2 - E30; AC9.2 - QC; E30 - AC9.3; QC - AC9.3
4.676/429.74933,19.798,0.00017464,3.7578,0.0030308,AC9.2 - AC9.1; AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.2 - E30; AC9.3 - E30
4.938/646.06585,19.79,0.00017492,3.7572,0.0030308,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3; E30 - QC
4.259/74.02140,19.68,0.00017883,3.7476,0.0030671,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - E30; AC9.1 - QC; AC9.2 - AC9.3; E30 - AC9.3; QC - AC9.3
6.138/429.14580,19.415,0.00018866,3.7243,0.0032034,AC9.1 - AC9.2; AC9.1 - AC9.3; AC9.1 - QC; AC9.2 - AC9.3; E30 - AC9.2; E30 - AC9.3; QC - AC9.3
4.613/102.05230,19.321,0.00019231,3.716,0.0032331,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC
4.769/392.01259,18.928,0.00020855,3.6808,0.0034591,AC9.1 - AC9.3; AC9.2 - AC9.3; AC9.2 - QC; E30 - AC9.3; QC - AC9.3; E30 - QC
4.321/200.05558,18.855,0.00021175,3.6742,0.0034591,AC9.1 - E30; AC9.2 - E30; AC9.3 - E30; QC - E30
0.619/197.11833,18.813,0.00021363,3.6703,0.0034591,AC9.1 - AC9.2; AC9.3 - AC9.1; E30 - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; AC9.3 - QC; E30 - QC
5.535/553.15946,18.806,0.0002139,3.6698,0.0034591,AC9.1 - AC9.2; AC9.3 - AC9.1; AC9.1 - E30; AC9.3 - AC9.2; QC - AC9.2; AC9.3 - E30; AC9.3 - QC; QC - E30
1.109/218.14151,18.583,0.00022419,3.6494,0.0035778,AC9.3 - AC9.1; E30 - AC9.1; QC - AC9.1; AC9.3 - AC9.2; E30 - AC9.2; QC - AC9.2; E30 - QC
